"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Chanez P.; Contin-Bordes C.; Garcia G.; Verkindre C.; Didier A.; De Blay F.; Tunon De Lara M.; Blanco P.; Moreau J.-F.; Robinson P.; Bourdeix I.; Trunet P.; Le Gros V.; Humbert M.; Molimard M.","Chanez, Pascal (7102979861); Contin-Bordes, Cécile (23003802400); Garcia, Gilles (7202755259); Verkindre, Christophe (6507801714); Didier, Alain (7102777762); De Blay, Frédéric (55369561800); Tunon De Lara, Manuel (57202277518); Blanco, Patrick (56238719700); Moreau, Jean-Franois (7401591433); Robinson, Philip (57214027278); Bourdeix, Isabelle (6603550405); Trunet, Patrick (7004593951); Le Gros, Vincent (6701364187); Humbert, Marc (55382766900); Molimard, Mathieu (7007112810)","7102979861; 23003802400; 7202755259; 6507801714; 7102777762; 55369561800; 57202277518; 56238719700; 7401591433; 57214027278; 6603550405; 7004593951; 6701364187; 55382766900; 7007112810","Omalizumab-induced decrease of FcεRI expression in patients with severe allergic asthma","2010","Respiratory Medicine","104","11","","1608","1617","9","83","10.1016/j.rmed.2010.07.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957168146&doi=10.1016%2fj.rmed.2010.07.011&partnerID=40&md5=1d8a24b8336631733e917735632f4867","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-77957168146"
"Chaouat A.; Humbert M.; Weitzenblum E.","Chaouat, Ari (7006839874); Humbert, Marc (55382766900); Weitzenblum, Emmanuel (7102665113)","7006839874; 55382766900; 7102665113","Chronic obstuctive pulmonary disease: a major challenge for our society; [Bronchopneumopathie chronique obstructive : un défi majeur pour notre société]","2009","Presse Medicale","38","3","","398","399","1","0","10.1016/j.lpm.2009.01.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-60949090107&doi=10.1016%2fj.lpm.2009.01.005&partnerID=40&md5=f4ecd412ffca019545b03c92ef74d1bb","Editorial","Final","","Scopus","2-s2.0-60949090107"
"Guilluy C.; Eddahibi S.; Agard C.; Guignabert C.; Izikki M.; Tu L.; Savale L.; Humbert M.; Fadel E.; Adnot S.; Loirand G.; Pacaud P.","Guilluy, Christophe (9735326400); Eddahibi, Saadia (7004141938); Agard, Christian (6603685784); Guignabert, Christophe (23396499300); Izikki, Mohamed (14010468300); Tu, Ly (23006846000); Savale, Laurent (35410452900); Humbert, Marc (55382766900); Fadel, Elie (7004922328); Adnot, Serge (54789512000); Loirand, Gervaise (7005602658); Pacaud, Pierre (56253821900)","9735326400; 7004141938; 6603685784; 23396499300; 14010468300; 23006846000; 35410452900; 55382766900; 7004922328; 54789512000; 7005602658; 56253821900","RhoA and Rho kinase activation in human pulmonary hypertension: Role of 5-HT signaling","2009","American Journal of Respiratory and Critical Care Medicine","179","12","","1151","1158","7","156","10.1164/rccm.200805-691OC","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67449105737&doi=10.1164%2frccm.200805-691OC&partnerID=40&md5=a9f7e715e89aa9958333e3a5f5e71e34","Article","Final","","Scopus","2-s2.0-67449105737"
"Humbert M.; Naeije R.; Launay D.","Humbert, M. (55382766900); Naeije, R. (7004992851); Launay, D. (7003913326)","55382766900; 7004992851; 7003913326","Pulmonary arterial hypertension of connective tissues; [HTAP des connectivites]","2009","Revue des Maladies Respiratoires Actualites","1","3","","172","174","2","1","10.1016/S1877-1203(09)72467-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-73249118121&doi=10.1016%2fS1877-1203%2809%2972467-X&partnerID=40&md5=70c4cb60956c61e981db7a9848afbd47","Article","Final","","Scopus","2-s2.0-73249118121"
"Launay D.; Sitbon O.; Le Pavec J.; Savale L.; Tchérakian C.; Yaïci A.; Achouh L.; Parent F.; Jais X.; Simonneau G.; Humbert M.","Launay, David (7003913326); Sitbon, Olivier (55785611900); Le Pavec, Jérôme (23668178800); Savale, Laurent (35410452900); Tchérakian, Colas (23669264000); Yaïci, Azzedine (23669481000); Achouh, Lara (25122201800); Parent, Florence (35426138900); Jais, Xavier (8512908600); Simonneau, Gérald (57203200946); Humbert, Marc (55382766900)","7003913326; 55785611900; 23668178800; 35410452900; 23669264000; 23669481000; 25122201800; 35426138900; 8512908600; 57203200946; 55382766900","Long-term outcome of systemic sclerosis-associated pulmonary arterial hypertension treated with bosentan as first-line monotherapy followed or not by the addition of prostanoids or sildenafil","2009","Rheumatology","49","3","kep398","490","500","10","90","10.1093/rheumatology/kep398","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950545229&doi=10.1093%2frheumatology%2fkep398&partnerID=40&md5=0cff3c71ffdf2a4fdd157cf05a62ba24","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-77950545229"
"Montani D.; Savale L.; Natali D.; Jaïs X.; Herve P.; Garcia G.; Humbert M.; Simonneau G.; Sitbon O.","Montani, David (23392928800); Savale, Laurent (35410452900); Natali, Delphine (25642831100); Jaïs, Xavier (8512908600); Herve, Philippe (55415066800); Garcia, Gilles (7202755259); Humbert, Marc (55382766900); Simonneau, Gérald (57203200946); Sitbon, Olivier (55785611900)","23392928800; 35410452900; 25642831100; 8512908600; 55415066800; 7202755259; 55382766900; 57203200946; 55785611900","Long-term response to calcium-channel blockers in non-idiopathic pulmonary arterial hypertension","2010","European Heart Journal","31","15","","1898","1907","9","203","10.1093/eurheartj/ehq170","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955435799&doi=10.1093%2feurheartj%2fehq170&partnerID=40&md5=abd10f28a7136a4f160e77d67402867c","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-77955435799"
"Humbert M.; Rubin L.J.","Humbert, M. (55382766900); Rubin, L.J. (7201363099)","55382766900; 7201363099","Combining evidence and experience in pulmonary hypertension","2009","European Respiratory Review","18","113","","135","136","1","3","10.1183/09059180.00004009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70049085110&doi=10.1183%2f09059180.00004009&partnerID=40&md5=1e44be11330bdea37c6a120d7a8d231d","Editorial","Final","","Scopus","2-s2.0-70049085110"
"Hachulla E.; De Groote P.; Gressin V.; Sibilia J.; Diot E.; Carpentier P.; Mouthon L.; Hatron P.-Y.; Jego P.; Allanore Y.; Tiev K.P.; Agard C.; Cosnes A.; Cirstea D.; Constans J.; Farge D.; Viallard J.-F.; Harle J.-R.; Patat F.; Imbert B.; Kahan A.; Cabane J.; Clerson P.; Guillevin L.; Humbert M.; Doutre M.-S.; Schaeverbeke T.; Billès M.-A.; Réant P.; Dromer C.; Gosse P.; Lemetayer P.; Antoine-Beclere; Sitbon O.; Jaïs X.; Hamid A.M.; Ioos V.; Simonneau G.; Roiron C.; Cracowski J.-L.; Saurier C.; Salvant M.; Schwebel C.; Pison C.; Launay D.; Queyrel V.; Lambert M.; Morell-Dubois S.; Charlanne H.; Lamblin N.; Ninet J.; Jamal F.; Dérumeaux G.; Bayle J.-Y.; Retornaz F.; Habib G.; Renard S.; Reynaud-Gaubert M.; De Korwin J.-D.; Suty-Selton C.; Chabot F.; Hamidou M.; Gueffet J.-P.; Guérin P.; Bressolette E.; Haloun A.; Papo T.; Lidove O.; Picard-Dahan C.; Messika-Zeitoun D.; Cabanes L.; Spaulding C.; Berezné A.; Francès C.; Trad S.; Molinari E.; Koeger A.-C.; De Zuttere D.; Ederhy S.; Hammoudi N.; Ziani M.; Lazareth I.; Michon-Pasturel U.; Antakly-Hanon Y.; Serfati J.; Ménasché S.; Chevrant-Breton J.; Laurent M.; Petit H.; Chaouat A.; Adoue D.; Blot-Souletie N.; Degano B.; Machet L.; Marchal C.; Giraudeau C.","Hachulla, Eric (35377410100); De Groote, Pascal (7006255630); Gressin, Virginie (6602915416); Sibilia, Jean (7006703279); Diot, Elisabeth (7004393217); Carpentier, Patrick (7102669043); Mouthon, Luc (7005610056); Hatron, Pierre-Yves (7102017426); Jego, Patrick (7006171066); Allanore, Yannick (7003519327); Tiev, Kiet Phong (10040839700); Agard, Christian (6603685784); Cosnes, Anne (7003968499); Cirstea, Daniela (26038912600); Constans, Joël (7102787833); Farge, Dominique (7006109686); Viallard, Jean-François (7005796730); Harle, Jean-Robert (7102640910); Patat, Frédéric (35493220400); Imbert, Bernard (7004176580); Kahan, André (58397725900); Cabane, Jean (26434583300); Clerson, Pierre (55883478200); Guillevin, Loïc (57203032265); Humbert, Marc (55382766900); Doutre, Marie-Sylvie (55406300700); Schaeverbeke, Thierry (7005108096); Billès, Marc-Alain (6701444703); Réant, Patricia (6507624424); Dromer, Claire (7003521897); Gosse, Philippe (7103057491); Lemetayer, Philippe (7003794391); Antoine-Béclère (26641037400); Sitbon, Olivier (55785611900); Jaïs, Xavier (8512908600); Hamid, Abdul Monem (7103120122); Ioos, Vincent (6506582380); Simonneau, Gérald (57203200946); Roiron, Cécile (21233956300); Cracowski, Jean-Luc (7005878536); Saurier, Carole (26039473400); Salvant, Muriel (26039429700); Schwebel, Carole (6701447417); Pison, Christophe (7006727111); Launay, David (7003913326); Queyrel, Viviane (7004047328); Lambert, Marc (7401686417); Morell-Dubois, Sandrine (11640117900); Charlanne, Hilaire (56635179300); Lamblin, Nicolas (6602759623); Ninet, Jacques (7101979127); Jamal, Fadi (59632916600); Dérumeaux, Geneviève (59265481800); Bayle, Jean-Yves (35944820600); Retornaz, Fréderique (7003305982); Habib, Gilbert (7101933258); Renard, Sébastien (12777429200); Reynaud-Gaubert, Martine (7003334892); De Korwin, Jean-Dominique (7005715205); Suty-Selton, Christine (7003314208); Chabot, François (56275056000); Hamidou, Mohamed (7005205516); Gueffet, Jean-Pierre (6507147190); Guérin, Patrice (7102745905); Bressolette, Erwan (26038886200); Haloun, Alain (6602347485); Papo, Thomas (7006185279); Lidove, Olivier (7003296164); Picard-Dahan, Catherine (6701471714); Messika-Zeitoun, David (6603661401); Cabanes, Laure (7003947277); Spaulding, Christian (54887610400); Berezné, Alice (13607129800); Francès, Camille (7102414370); Trad, Sellim (59783850600); Molinari, Emmanuel (10739453500); Koeger, Anne-Claude (7005420267); De Zuttere, Dominique (6603052702); Ederhy, Stéphanie (8584189100); Hammoudi, Nadjib (24484795300); Ziani, Mohamed (6603377038); Lazareth, Isabelle (7006041280); Michon-Pasturel, Ulrique (7004258044); Antakly-Hanon, Yara (6507193917); Serfati, Jacques (26039447400); Ménasché, Suzanne (19435447500); Chevrant-Breton, Jacqueline (7006260400); Laurent, Marcel (7201783139); Petit, Hélène (35346260900); Chaouat, Ari (7006839874); Adoue, Daniel (7004373803); Blot-Souletie, Nathalie (23003542700); Degano, Bruno (6603321564); Machet, Laurent (56556290200); Marchal, Christian (26326442000); Giraudeau, Cédric (6602399123)","35377410100; 7006255630; 6602915416; 7006703279; 7004393217; 7102669043; 7005610056; 7102017426; 7006171066; 7003519327; 10040839700; 6603685784; 7003968499; 26038912600; 7102787833; 7006109686; 7005796730; 7102640910; 35493220400; 7004176580; 58397725900; 26434583300; 55883478200; 57203032265; 55382766900; 55406300700; 7005108096; 6701444703; 6507624424; 7003521897; 7103057491; 7003794391; 26641037400; 55785611900; 8512908600; 7103120122; 6506582380; 57203200946; 21233956300; 7005878536; 26039473400; 26039429700; 6701447417; 7006727111; 7003913326; 7004047328; 7401686417; 11640117900; 56635179300; 6602759623; 7101979127; 59632916600; 59265481800; 35944820600; 7003305982; 7101933258; 12777429200; 7003334892; 7005715205; 7003314208; 56275056000; 7005205516; 6507147190; 7102745905; 26038886200; 6602347485; 7006185279; 7003296164; 6701471714; 6603661401; 7003947277; 54887610400; 13607129800; 7102414370; 59783850600; 10739453500; 7005420267; 6603052702; 8584189100; 24484795300; 6603377038; 7006041280; 7004258044; 6507193917; 26039447400; 19435447500; 7006260400; 7201783139; 35346260900; 7006839874; 7004373803; 23003542700; 6603321564; 56556290200; 26326442000; 6602399123","The three-year incidence of pulmonary arterial hypertension associated with systemic sclerosis in a multicenter nationwide longitudinal study in France","2009","Arthritis and Rheumatism","60","6","","1831","1839","8","183","10.1002/art.24525","https://www.scopus.com/inward/record.uri?eid=2-s2.0-66449099999&doi=10.1002%2fart.24525&partnerID=40&md5=7d252393d3d395e864a70470a75d1ff4","Article","Final","","Scopus","2-s2.0-66449099999"
"Humbert M.; Lynch J.P., III","Humbert, Marc (55382766900); Lynch, Joseph P. (55894720800)","55382766900; 55894720800","Pulmonary hypertension","2009","Pulmonary Hypertension","","","","1","477","476","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861180738&partnerID=40&md5=77d7eb4984558c1843e50c2be0e8d5b4","Book","Final","","Scopus","2-s2.0-84861180738"
"Le Pavec J.; Humbert M.; Hervé P.; Simonneau G.; Sitbon O.","Le Pavec, Jérôme (23668178800); Humbert, Marc (55382766900); Hervé, Philippe (55415066800); Simonneau, Gérald (57203200946); Sitbon, Olivier (55785611900)","23668178800; 55382766900; 55415066800; 57203200946; 55785611900","From the authors","2009","American Journal of Respiratory and Critical Care Medicine","180","4","","378","379","1","0","10.1164/ajrccm.180.4.378a","https://www.scopus.com/inward/record.uri?eid=2-s2.0-68849111898&doi=10.1164%2fajrccm.180.4.378a&partnerID=40&md5=f130f61743f7789d32f8a5da82c28779","Letter","Final","","Scopus","2-s2.0-68849111898"
"Humbert M.; Saggar R.","Humbert, Marc (55382766900); Saggar, Rajan (55864560700)","55382766900; 55864560700","Pulmonary hypertension","2009","Seminars in Respiratory and Critical Care Medicine","30","4","","367","368","1","0","10.1055/s-0029-1233305","https://www.scopus.com/inward/record.uri?eid=2-s2.0-68049097304&doi=10.1055%2fs-0029-1233305&partnerID=40&md5=4b080ce8257f0f3734c98d542b65a5dd","Editorial","Final","","Scopus","2-s2.0-68049097304"
"Boutet K.; Frachon I.; Jobic Y.; Gut-Gobert C.; Leroyer C.; Carlhant-Kowalski D.; Sitbon O.; Simonneau G.; Humbert M.","Boutet, K. (16066576600); Frachon, I. (6603161850); Jobic, Y. (7003942965); Gut-Gobert, C. (9941992900); Leroyer, C. (55794227100); Carlhant-Kowalski, D. (36493854600); Sitbon, O. (55785611900); Simonneau, G. (57203200946); Humbert, M. (55382766900)","16066576600; 6603161850; 7003942965; 9941992900; 55794227100; 36493854600; 55785611900; 57203200946; 55382766900","Fenfluramine-like cardiovascular side-effects of benfluorex","2009","European Respiratory Journal","33","3","","684","688","4","64","10.1183/09031936.00086308","https://www.scopus.com/inward/record.uri?eid=2-s2.0-61649119330&doi=10.1183%2f09031936.00086308&partnerID=40&md5=27e14f8094eec896c9168c1ea56e1b69","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-61649119330"
"Izikki M.; Guignabert C.; Fadel E.; Humbert M.; Tu L.; Zadigue P.; Dartevelle P.; Simonneau G.; Adnot S.; Maitre B.; Raffestin B.; Eddahibi S.","Izikki, Mohamed (14010468300); Guignabert, Christophe (23396499300); Fadel, Elie (7004922328); Humbert, Marc (55382766900); Tu, Ly (23006846000); Zadigue, Patricia (8567379400); Dartevelle, Philippe (35460163100); Simonneau, Gerald (57203200946); Adnot, Serge (54789512000); Maitre, Bernard (55229825500); Raffestin, Bernadette (7003313305); Eddahibi, Saadia (7004141938)","14010468300; 23396499300; 7004922328; 55382766900; 23006846000; 8567379400; 35460163100; 57203200946; 54789512000; 55229825500; 7003313305; 7004141938","Endothelial-derived FGF2 contributes to the progression of pulmonary hypertension in humans and rodents","2009","Journal of Clinical Investigation","119","3","","512","523","11","175","10.1172/JCI35070","https://www.scopus.com/inward/record.uri?eid=2-s2.0-65649128937&doi=10.1172%2fJCI35070&partnerID=40&md5=f8cd973ab0510e4968ad18d8ac30640f","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-65649128937"
"Kiakouama L.; Cottin V.; Etienne-Mastroïanni B.; Khouatra C.; Humbert M.; Cordier J.F.","Kiakouama, L. (36614151200); Cottin, V. (7004305225); Etienne-Mastroïanni, B. (6602409665); Khouatra, C. (6508272666); Humbert, M. (55382766900); Cordier, J.F. (24390441400)","36614151200; 7004305225; 6602409665; 6508272666; 55382766900; 24390441400","Severe pulmonary hypertension in histiocytosis X: Long-term improvement with bosentan","2010","European Respiratory Journal","36","1","","202","204","2","35","10.1183/09031936.00004810","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954642885&doi=10.1183%2f09031936.00004810&partnerID=40&md5=e38896ecdca6728c389c34e5d60da78c","Letter","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-77954642885"
"Tillie-Leblond I.; Louis R.; Magnan A.; Humbert M.; de Blic J.; Chanez P.","Tillie-Leblond, I. (7004032097); Louis, R. (55556102200); Magnan, A. (57189594788); Humbert, M. (55382766900); de Blic, J. (34568805900); Chanez, P. (7102979861)","7004032097; 55556102200; 57189594788; 55382766900; 34568805900; 7102979861","Asthma: a disease of the whole bronchial tree; [L'asthme: une maladie de tout l'arbre aérien.]","2009","Revue des maladies respiratoires","26","8","","851","858","7","3","10.1016/s0761-8425(09)73680-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-74249120330&doi=10.1016%2fs0761-8425%2809%2973680-0&partnerID=40&md5=ddd2fd6306d3acc02359c19315e18318","Review","Final","All Open Access; Green Open Access","Scopus","2-s2.0-74249120330"
"Girerd B.; Montani D.; Eyries M.; Yaici A.; Sztrymf B.; Coulet F.; Sitbon O.; Simonneau G.; Soubrier F.; Humbert M.","Girerd, Barbara (16024628200); Montani, David (23392928800); Eyries, Mélanie (6506578891); Yaici, Azzedine (23669481000); Sztrymf, Benjamin (6508212379); Coulet, Florence (6603635528); Sitbon, Olivier (55785611900); Simonneau, Gérald (57203200946); Soubrier, Florent (56186559700); Humbert, Marc (55382766900)","16024628200; 23392928800; 6506578891; 23669481000; 6508212379; 6603635528; 55785611900; 57203200946; 56186559700; 55382766900","Absence of influence of gender and BMPR2 mutation type on clinical phenotypes of pulmonary arterial hypertension","2010","Respiratory Research","11","","73","","","","84","10.1186/1465-9921-11-73","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956684064&doi=10.1186%2f1465-9921-11-73&partnerID=40&md5=1d92462a35a0dd29a0cfb0d1d723104b","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-77956684064"
"Kowal-Bielecka O.; Avouac J.; Pittrow D.; Huscher D.; Behrens F.; Denton C.P.; Foeldvari I.; Humbert M.; Matucci-Cerinic M.; Nash P.; Opitz C.F.; Rubin L.J.; Seibold J.R.; Strand V.; Furst D.E.; Distler O.","Kowal-Bielecka, Otylia (8538884500); Avouac, Jerome (23995253600); Pittrow, David (7003467039); Huscher, Doerte (55393013000); Behrens, Frank (35408562900); Denton, Christopher P. (7006031021); Foeldvari, Ivan (7003776106); Humbert, Marc (55382766900); Matucci-Cerinic, Marco (7005642558); Nash, Peter (8548178700); Opitz, Christian F. (7005440761); Rubin, Lewis J. (7201363099); Seibold, James R. (7006621337); Strand, Vibeke (57203029136); Furst, Daniel E. (7102326195); Distler, Oliver (7003679934)","8538884500; 23995253600; 7003467039; 55393013000; 35408562900; 7006031021; 7003776106; 55382766900; 7005642558; 8548178700; 7005440761; 7201363099; 7006621337; 57203029136; 7102326195; 7003679934","Echocardiography as an outcome measure in scleroderma-related pulmonary arterial hypertension: A systematic literature analysis by the EPOSS group","2010","Journal of Rheumatology","37","1","","105","115","10","38","10.3899/jrheum.090661","https://www.scopus.com/inward/record.uri?eid=2-s2.0-73549125552&doi=10.3899%2fjrheum.090661&partnerID=40&md5=34e3756739be91f2159aeaa85d451b5c","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-73549125552"
